city,lat,lng,state
Pālepalli (Tamil Nādu),12.5667,78.3071,Tamil Nādu
Muttattuteruvu (Kerala),9.4333,76.5389,Kerala
Vettaikkāraniruppu (Tamil Nādu),10.5739,79.8353,Tamil Nādu
Lingampet (Andhra Pradesh),18.2383,78.1303,Andhra Pradesh
Mahisānrh (Bihār),25.7358,85.5818,Bihār
Tanichchiyam (Tamil Nādu),10.0412,78.0127,Tamil Nādu
Paradarāmi (Andhra Pradesh),13.0833,78.9833,Andhra Pradesh
Bērikai (Tamil Nādu),12.8056,77.971,Tamil Nādu
Narasimharājapura (Karnātaka),13.6108,75.512,Karnātaka
Achchippatti (Tamil Nādu),10.6989,77.015,Tamil Nādu
Kadoli (Karnātaka),15.88,74.56,Karnātaka
Tīgaon (Madhya Pradesh),21.6456,78.4576,Madhya Pradesh
Surīr (Uttar Pradesh),27.7718,77.7208,Uttar Pradesh
Tūlin (West Bengal),23.37,85.9,West Bengal
Boriguma (Chhattīsgarh),19.0468,82.5532,Chhattīsgarh
Katarmāla (Bihār),25.5036,86.2447,Bihār
Hānsa (Bihār),26.0911,87.3089,Bihār
Khariāl (Punjab),30.1056,75.8855,Punjab
Kokiladānga (West Bengal),26.3688,89.8335,West Bengal
Pedda Kotayalanka (Andhra Pradesh),16.1567,80.8314,Andhra Pradesh
Itamukkala (Andhra Pradesh),15.3731,80.113,Andhra Pradesh
Kaimūh (Jammu and Kashmīr),33.7197,75.0811,Jammu and Kashmīr
Shāhzādpur (Bihār),25.6541,86.8709,Bihār
Manubolu (Andhra Pradesh),14.1833,79.8833,Andhra Pradesh
Patsanda (Bihār),24.858,86.3008,Bihār
Chandankiāri (West Bengal),23.5781,86.3598,West Bengal
Karghar (Bihār),25.1267,83.9274,Bihār
Iraiyūr (Tamil Nādu),11.7834,79.197,Tamil Nādu
Pushpattūr (Tamil Nādu),10.5438,77.41,Tamil Nādu
Terku Narippaiyūr (Tamil Nādu),9.1167,78.4188,Tamil Nādu
Bīrpur Bārāpatti Pindraun (Bihār),26.5475,86.3898,Bihār
Kodivalasa (Tamil Nādu),13.2547,79.4249,Tamil Nādu
Gangāpur Athar (Bihār),25.8214,85.7123,Bihār
Nisarpur (Madhya Pradesh),22.1088,74.8078,Madhya Pradesh
Kusugal (Karnātaka),15.3667,75.2167,Karnātaka
Pithaura (Bihār),26.262,87.0983,Bihār
Baragaon (Bihār),25.1348,85.432,Bihār
Amjhār (Bihār),25.0641,84.5591,Bihār
Nāgulapādu (Andhra Pradesh),16.0634,80.3395,Andhra Pradesh
Indūrti (Andhra Pradesh),18.2233,79.1355,Andhra Pradesh
Gorha (Bihār),26.2267,86.9349,Bihār
Chuhal (Punjab),31.595,75.9684,Punjab
Basāpatna (Karnātaka),15.4302,76.4869,Karnātaka
Pasupatikovil (Tamil Nādu),10.8893,79.1795,Tamil Nādu
Nūrpur (Himāchal Pradesh),32.3,75.9,Himāchal Pradesh
Kalas (Karnātaka),15.0981,75.4067,Karnātaka
Pālkot (Jhārkhand),22.8748,84.6433,Jhārkhand
Gangaur (Bihār),26.5666,85.8821,Bihār
Sorab (Karnātaka),14.3814,75.0918,Karnātaka
Kinhālu (Karnātaka),15.4431,76.1397,Karnātaka
Kalyānpur (Bihār),26.4802,84.1789,Bihār
Paravāda (Andhra Pradesh),17.6283,83.0793,Andhra Pradesh
Kīl Vālūr (Tamil Nādu),10.7659,79.7419,Tamil Nādu
Keshwāri (Jhārkhand),24.1878,85.8411,Jhārkhand
Devikāpuram (Tamil Nādu),12.4744,79.3475,Tamil Nādu
Mānushmuria (Jhārkhand),22.2808,86.7386,Jhārkhand
Velpūru (Andhra Pradesh),16.1775,80.7425,Andhra Pradesh
Silvārpatti (Tamil Nādu),10.4473,77.9086,Tamil Nādu
Khathjari (Madhya Pradesh),24.7046,81.9891,Madhya Pradesh
Veppattūr (Tamil Nādu),11.0154,79.4344,Tamil Nādu
Chak Thāt (Bihār),25.7347,86.034,Bihār
Bāg (Madhya Pradesh),22.359,74.7905,Madhya Pradesh
Bamora (Madhya Pradesh),24.0554,78.0893,Madhya Pradesh
Kotli Ablu (Punjab),30.3504,74.7868,Punjab
Jhitkahiyā (Bihār),26.786,84.8858,Bihār
Alagarai (Tamil Nādu),10.9826,78.3891,Tamil Nādu
Koini (Bihār),26.4226,84.5147,Bihār
Charne (Bihār),26.1185,87.0754,Bihār
Gangania (Bihār),25.2395,86.6536,Bihār
Muddanūru (Andhra Pradesh),14.6667,78.4,Andhra Pradesh
Nallamadu (Andhra Pradesh),16.8802,81.3549,Andhra Pradesh
Rāmnagar Bankat (Bihār),26.7595,84.6122,Bihār
Jalālpur (Bihār),26.0433,84.5041,Bihār
Manalūrpettai (Tamil Nādu),12.0079,79.0918,Tamil Nādu
Pakri (Bihār),25.5876,85.158,Bihār
Vālāntaravai (Tamil Nādu),9.339,78.8871,Tamil Nādu
Karankot (Andhra Pradesh),17.2866,77.5644,Andhra Pradesh
Perket (Andhra Pradesh),18.7942,78.3068,Andhra Pradesh
Mahīnāthpur (Bihār),26.6554,86.0674,Bihār
Kanchanpur (Bihār),24.6096,84.2361,Bihār
Jaisinghnagar (Madhya Pradesh),23.6858,81.3909,Madhya Pradesh
Kāttāgaram (Tamil Nādu),12.411,78.3153,Tamil Nādu
Salkhua (Bihār),25.6677,86.6002,Bihār
Gangūru (Andhra Pradesh),16.475,80.7411,Andhra Pradesh
Erravaram (Andhra Pradesh),17.5458,82.8433,Andhra Pradesh
Kolnūr (Andhra Pradesh),18.5095,79.426,Andhra Pradesh
Aramangalam (Kerala),11.5843,76.0001,Kerala
Dhamsāin (Bihār),26.0938,86.2541,Bihār
Jagatpur (Bihār),26.3738,86.0509,Bihār
Chegurumomadi (Andhra Pradesh),18.2361,79.1974,Andhra Pradesh
Sātulūru (Andhra Pradesh),16.2541,80.1214,Andhra Pradesh
Shāhganj (Madhya Pradesh),22.8467,77.798,Madhya Pradesh
Urlāha (Bihār),25.744,87.0929,Bihār
Undavalli (Andhra Pradesh),16.4957,80.58,Andhra Pradesh
Dhanwāda (Andhra Pradesh),16.65,77.6667,Andhra Pradesh
Sirdala (Bihār),24.6559,85.4092,Bihār
Hunasamaranhalli (Karnātaka),13.1435,77.62,Karnātaka
Murungattoluvu (Tamil Nādu),11.1651,77.6411,Tamil Nādu
Ghusiya (Bihār),25.1832,84.2486,Bihār
Motīpur (Bihār),25.8159,86.014,Bihār
Semmarikulan (Tamil Nādu),8.4815,77.9972,Tamil Nādu
Kaithinia (Bihār),26.2317,86.2817,Bihār
Kusumha (Bihār),25.1859,85.9234,Bihār
Hadiāya (Punjab),30.3413,75.5117,Punjab
Atlapadu (Andhra Pradesh),16.8877,81.6772,Andhra Pradesh
Karattuppālaiyam (Tamil Nādu),11.4402,77.3575,Tamil Nādu
Elambalūr (Tamil Nādu),11.2669,78.8816,Tamil Nādu
Bareh (Madhya Pradesh),26.6786,78.1887,Madhya Pradesh
Kakkat (Kerala),12.1998,75.2024,Kerala
Tivim (Goa),15.6,73.8,Goa
Mahuver (Gujarāt),21.0081,72.8681,Gujarāt
Tellār (Tamil Nādu),12.4011,79.553,Tamil Nādu
Haraiyā (Bihār),27.09,85.09,Bihār
Kottampatti (Tamil Nādu),10.6705,77.0194,Tamil Nādu
Sundarapāndiyam (Tamil Nādu),9.6127,77.6738,Tamil Nādu
Lāpangā (Jhārkhand),23.6333,85.377,Jhārkhand
Tiruvengadam (Tamil Nādu),9.2586,77.6748,Tamil Nādu
Periyapuliyūr (Tamil Nādu),11.4296,77.6309,Tamil Nādu
Kannāndahalli (Tamil Nādu),12.4164,78.3803,Tamil Nādu
Vanipenta (Andhra Pradesh),14.7906,78.7805,Andhra Pradesh
Punnavalli (Andhra Pradesh),16.4062,80.401,Andhra Pradesh
Bararam (Bihār),26.1572,84.3627,Bihār
Belsara (Bihār),26.0152,87.2023,Bihār
Rāmpura (Karnātaka),14.881,76.7814,Karnātaka
Pipra Dewās (Bihār),25.4636,86.0236,Bihār
Āttūrkuppam (Tamil Nādu),12.6,78.5423,Tamil Nādu
Wadgira (Karnātaka),16.5858,77.098,Karnātaka
Tungāvi (Tamil Nādu),10.6263,77.3294,Tamil Nādu
Zafargarh (Andhra Pradesh),17.7686,79.4859,Andhra Pradesh
Pāra (West Bengal),23.52,86.52,West Bengal
Pai Bigha (Bihār),25.0511,84.9226,Bihār
Latteri (Tamil Nādu),12.9712,79.0685,Tamil Nādu
Santamāgulūru (Andhra Pradesh),16.1303,79.9486,Andhra Pradesh
Mohdra (Madhya Pradesh),24.1849,79.9577,Madhya Pradesh
Malhārgarh (Madhya Pradesh),24.2829,74.9902,Madhya Pradesh
Velakkuttai (Tamil Nādu),12.6519,78.6937,Tamil Nādu
Jagtiāl (Andhra Pradesh),18.7895,78.912,Andhra Pradesh
Pullūru (Andhra Pradesh),16.8301,80.6226,Andhra Pradesh
Pondalūru (Andhra Pradesh),14.2535,79.2408,Andhra Pradesh
Makri (Jhārkhand),24.386,83.5559,Jhārkhand
Piprai (Madhya Pradesh),24.5097,77.9642,Madhya Pradesh
Pindra (Madhya Pradesh),24.9595,80.7879,Madhya Pradesh
Dināra (Madhya Pradesh),25.4613,78.3205,Madhya Pradesh
Ottappidāram (Tamil Nādu),8.9127,78.0218,Tamil Nādu
Pathāri (Madhya Pradesh),23.9333,78.2167,Madhya Pradesh
Mākhar (Bihār),25.7693,86.6025,Bihār
Parmānpur (Bihār),26.1457,87.3122,Bihār
Laligam (Tamil Nādu),12.05,78.15,Tamil Nādu
Bithauli (Bihār),26.0219,86.0793,Bihār
Mānrar (Bihār),25.8895,85.0643,Bihār
Thepaha Rāja Rām (Bihār),26.2229,84.2523,Bihār
Reddippatti (Tamil Nādu),11.21,78.2166,Tamil Nādu
Pareo (Bihār),25.5582,84.8017,Bihār
Karīmpur (West Bengal),23.97,88.62,West Bengal
Kishanpūra Kalān (Punjab),30.9337,75.3499,Punjab
Dundankop (Karnātaka),16.14,74.81,Karnātaka
Kannamangalam (Tamil Nādu),12.7499,79.1518,Tamil Nādu
Dahua (Bihār),24.7742,87.0325,Bihār
Talapalli (Andhra Pradesh),18.1158,78.57,Andhra Pradesh
Barahbatta (Bihār),25.7727,85.7522,Bihār
Dandkhora (Bihār),25.5729,87.6472,Bihār
Tiruvambalapuram (Tamil Nādu),8.2514,77.7752,Tamil Nādu
Konidena (Andhra Pradesh),16.0156,80.057,Andhra Pradesh
Dhorgaon (Bihār),25.9545,86.8933,Bihār
Simrol (Madhya Pradesh),22.5387,75.9111,Madhya Pradesh
Ikkarai Boluvāmpatti (Tamil Nādu),10.9669,76.7996,Tamil Nādu
Nanjundāpuram (Tamil Nādu),11.0857,76.8726,Tamil Nādu
Kataha (Bihār),26.7159,84.9424,Bihār
Beltangadi (Karnātaka),12.9795,75.2699,Karnātaka
Bendrahallī (Tamil Nādu),12.2642,78.3223,Tamil Nādu
Piploda (Madhya Pradesh),23.6073,74.942,Madhya Pradesh
Kathūrah (Haryāna),29.086,76.582,Haryāna
Adamankottai (Tamil Nādu),12.0742,78.1237,Tamil Nādu
Bhāgsar (Punjab),30.4417,74.4023,Punjab
Mādāri Hāt (West Bengal),26.7,89.2833,West Bengal
Bochaha (Bihār),25.5675,85.7393,Bihār
Gundi (Andhra Pradesh),18.6237,79.0923,Andhra Pradesh
Nambutalai (Tamil Nādu),9.7277,79.0071,Tamil Nādu
Anantpur (Karnātaka),16.889,75.0146,Karnātaka
Bilāspur (Haryāna),30.32,77.32,Haryāna
Tadhwa Nandpur (Bihār),26.7556,84.4326,Bihār
Babhantoli (Bihār),26.252,87.926,Bihār
Kāradka (Kerala),12.5333,75.1333,Kerala
Masar (Bihār),25.5577,84.5767,Bihār
Gāndlapenta (Andhra Pradesh),14.05,78.3089,Andhra Pradesh
Harīpur (Bihār),26.258,87.242,Bihār
Thogadūru (Karnātaka),12.0957,76.8078,Karnātaka
Kirlampūdi (Andhra Pradesh),17.1919,82.1825,Andhra Pradesh
Bhawānandpur (Bihār),25.54,86.103,Bihār
Hindoli (Rājasthān),25.4,75.83,Rājasthān
Petua (West Bengal),22.4143,88.4489,West Bengal
Dobhāwān (Bihār),25.3987,85.7856,Bihār
Gonikoppal (Karnātaka),12.183,75.9294,Karnātaka
Chavuttahalli (Tamil Nādu),12.4202,78.2352,Tamil Nādu
Chilpur (Andhra Pradesh),18.2388,79.4529,Andhra Pradesh
Kudayattūr (Kerala),9.8167,76.7833,Kerala
Soanpeta (Andhra Pradesh),18.9586,78.361,Andhra Pradesh
Majali (Karnātaka),14.9,74.1,Karnātaka
Sūlibele (Karnātaka),13.1667,77.8,Karnātaka
Pāchhāpur (Karnātaka),16.0955,74.6875,Karnātaka
Banāso (Jhārkhand),23.9884,85.7866,Jhārkhand
Enkakād (Kerala),10.65,76.25,Kerala
Ratnahalli (Karnātaka),12.3652,76.502,Karnātaka
Puduppattanam (Tamil Nādu),10.7626,79.1616,Tamil Nādu
Rellivalasa (Andhra Pradesh),17.9108,83.41,Andhra Pradesh
Tālavādi (Tamil Nādu),11.778,77.0055,Tamil Nādu
Perumbālai (Tamil Nādu),11.9635,77.9375,Tamil Nādu
Pagidyāla (Andhra Pradesh),15.9333,78.3333,Andhra Pradesh
Avanāshipālaiyam (Tamil Nādu),10.9696,77.4352,Tamil Nādu
Parūr (Tamil Nādu),11.5793,79.255,Tamil Nādu
Sarmera (Bihār),25.2564,85.7988,Bihār
Sānampūdi (Andhra Pradesh),16.086,79.835,Andhra Pradesh
Gawān (Uttar Pradesh),28.43,78.35,Uttar Pradesh
Terkhed (Mahārāshtra),18.445,75.8367,Mahārāshtra
Ittikelakunta (Andhra Pradesh),16.6797,81.7094,Andhra Pradesh
Kochgāwān (Bihār),25.0431,85.6279,Bihār
Nandamūru (Andhra Pradesh),16.8458,81.6466,Andhra Pradesh
Daulatpur (West Bengal),25.3682,87.8983,West Bengal
Baretha (Bihār),25.5258,87.4485,Bihār
Avalūrpet (Tamil Nādu),12.38,79.3465,Tamil Nādu
Adesar (Gujarāt),23.5589,70.9833,Gujarāt
Miānpur Dubauli (Bihār),26.7381,84.4661,Bihār
Koranampatti (Tamil Nādu),11.6085,77.9049,Tamil Nādu
Palankottai (Tamil Nādu),9.1356,77.6952,Tamil Nādu
Bisaria (Bihār),25.9789,87.1003,Bihār
Semri (Madhya Pradesh),22.6833,78.0833,Madhya Pradesh
Parauli (Bihār),26.2227,84.7042,Bihār
Vīrapāndiyanpattanam (Tamil Nādu),8.52,78.1181,Tamil Nādu
Kamargani (West Bengal),22.5475,88.6606,West Bengal
Vemulanarva (Andhra Pradesh),16.992,80.2824,Andhra Pradesh
Nāzira (West Bengal),22.218,88.2757,West Bengal
Kondaparti (Andhra Pradesh),17.9219,79.5373,Andhra Pradesh
Ekalbehri (Madhya Pradesh),21.8933,78.8794,Madhya Pradesh
Sirsa (Bihār),26.2667,84.7403,Bihār
Vardhamānkota (Andhra Pradesh),17.3775,79.441,Andhra Pradesh
Gobindpura (Punjab),30.2805,75.0187,Punjab
Dākpatthar (Uttarākhand),30.4969,77.7989,Uttarākhand
Kannūlu (Karnātaka),12.8685,74.9025,Karnātaka
Sāngi (Bihār),26.3237,86.4481,Bihār
Sālehpur (Bihār),25.6119,87.2973,Bihār
Arrapalli (Andhra Pradesh),18.0718,79.7386,Andhra Pradesh
Thīkri (Madhya Pradesh),22.0634,75.4007,Madhya Pradesh
Dabhaura (Madhya Pradesh),25.1162,81.3044,Madhya Pradesh
Naruār (Bihār),26.2388,86.2396,Bihār
Berchha (Madhya Pradesh),23.2823,76.3199,Madhya Pradesh
Gangādhar (Andhra Pradesh),18.5883,79.011,Andhra Pradesh
Dodarasinakere (Karnātaka),12.5083,77.02,Karnātaka
Kanhai (Bihār),25.9761,86.2898,Bihār
Udburu (Jhārkhand),23.0333,85.3667,Jhārkhand
Khundāwandpur (Bihār),25.6689,86.0363,Bihār
Navani (Tamil Nādu),11.3709,78.138,Tamil Nādu
Ekhari (Bihār),26.5246,86.3071,Bihār
Khāspur (Bihār),25.6466,84.9936,Bihār
Jalkaura (Bihār),25.5034,86.3671,Bihār
Kaikaram (Andhra Pradesh),16.812,81.366,Andhra Pradesh
Vatakemuri (Kerala),10.43,76.12,Kerala
Rāmpur Rajwa (Bihār),25.7057,86.1781,Bihār
Somvārpet (Karnātaka),12.597,75.8496,Karnātaka
Mallampalli (Andhra Pradesh),18.1105,79.8494,Andhra Pradesh
Barwādih (Jhārkhand),23.8478,84.1105,Jhārkhand
Madhopur (Bihār),26.7369,85.0625,Bihār
Raun (Madhya Pradesh),26.3431,78.9443,Madhya Pradesh
Atāri (Punjab),31.6008,74.6056,Punjab
Mānbāzār (West Bengal),23.0615,86.6642,West Bengal
Valaiyāmpattu (Tamil Nādu),12.6927,78.6347,Tamil Nādu
Madhura (Bihār),25.5418,87.5267,Bihār
Janāpul (West Bengal),22.8615,88.6868,West Bengal
Ādivāla (Karnātaka),13.9131,76.6619,Karnātaka
Kalladai (Tamil Nādu),10.7272,78.4634,Tamil Nādu
Sikandarpur (Bihār),25.3256,86.5051,Bihār
Manchenahalli (Karnātaka),13.5007,77.6035,Karnātaka
Rāmpur Parhat (Bihār),25.5916,87.1622,Bihār
Khagam (Unknown),27.32,95.9,
Trovagunta (Andhra Pradesh),15.5509,80.0589,Andhra Pradesh
Kujri (Bihār),26.2392,87.6366,Bihār
Ānjukulippatti (Tamil Nādu),10.2444,78.0794,Tamil Nādu
Dhāntola (West Bengal),26.2016,88.1095,West Bengal
Bāgor (Rājasthān),25.3575,74.3731,Rājasthān
Nathāna (Punjab),30.3155,75.0931,Punjab
Rānigaon (Rājasthān),27.1,74.4167,Rājasthān
Mangrāwān (Bihār),25.0929,84.3912,Bihār
Muddāda (Andhra Pradesh),18.2385,83.8687,Andhra Pradesh
Ilāmi (Jhārkhand),24.6776,87.8804,Jhārkhand
Devmaudaldal (Madhya Pradesh),24.6312,81.1594,Madhya Pradesh
Bāghduma (Bihār),24.8223,87.0116,Bihār
Kaithwār (Bihār),26.1678,86.2575,Bihār
Valtoha (Punjab),31.2074,74.6423,Punjab
Madhuban Bediban (Bihār),26.5062,84.9951,Bihār
Karath (Bihār),25.201,84.3672,Bihār
Mehdīpur (Bihār),25.3902,86.7324,Bihār
Nārāyanraopet (Andhra Pradesh),18.2114,78.7794,Andhra Pradesh
Hesarghatta (Karnātaka),13.1391,77.4783,Karnātaka
Malaudh (Punjab),30.6333,75.9356,Punjab
Katigang (West Bengal),25.4157,87.8245,West Bengal
Nadimpālem (Andhra Pradesh),16.2123,80.3097,Andhra Pradesh
Ekchāri (Bihār),25.2093,87.2159,Bihār
Virālimalai (Tamil Nādu),10.6023,78.5471,Tamil Nādu
Tepperumālnallūr (Tamil Nādu),10.9694,79.4254,Tamil Nādu
Durgi (Andhra Pradesh),16.4286,79.5406,Andhra Pradesh
Periya Pattanam (Mizoram),9.2726,78.9023,Mizoram
Bimun (Jammu and Kashmīr),34.0588,74.7539,Jammu and Kashmīr
Molagavalli (Andhra Pradesh),15.3567,77.3301,Andhra Pradesh
Malaimāchchampatti (Tamil Nādu),10.9058,77.005,Tamil Nādu
Isrāna (Haryāna),29.2739,76.8461,Haryāna
Sundarsi (Madhya Pradesh),23.2688,76.4399,Madhya Pradesh
Elūrpatti (Tamil Nādu),11.0234,78.2844,Tamil Nādu
Asahni (Bihār),26.0079,84.4799,Bihār
Marne (Karnātaka),13.3284,75.0113,Karnātaka
Alāwalpur (Punjab),31.4316,75.6561,Punjab
Uppūr (Karnātaka),13.3945,74.7657,Karnātaka
Inole (Andhra Pradesh),17.8682,79.5545,Andhra Pradesh
Gold (Jammu and Kashmīr),33.5874,74.1445,Jammu and Kashmīr
Kerap (Bihār),24.8332,84.614,Bihār
Idumbāvanam (Tamil Nādu),10.4224,79.6001,Tamil Nādu
Nārsingi (Andhra Pradesh),17.3876,78.357,Andhra Pradesh
Bijeraghogarh (Madhya Pradesh),23.9955,80.6066,Madhya Pradesh
Khāwad (Gujarāt),23.5443,72.4432,Gujarāt
Erikolam (Kerala),12.1333,75.2833,Kerala
Kadanādu (Tamil Nādu),11.4607,76.7182,Tamil Nādu
Kommūru (Andhra Pradesh),16.065,80.3596,Andhra Pradesh
Gonghaur (Bihār),26.4346,86.216,Bihār
Raitar (Bihār),25.0577,85.5366,Bihār
Dhānga (Bihār),26.463,86.0452,Bihār
Kankanālapalle (Andhra Pradesh),15.9923,79.4848,Andhra Pradesh
Pipra (Bihār),26.346,87.2916,Bihār
Chewara (Bihār),25.0756,85.9277,Bihār
Harlākhi (Bihār),26.6353,85.9842,Bihār
Rāsol (Odisha),20.6298,85.3126,Odisha
Ghosrāwān (Bihār),25.091,85.578,Bihār
Saidoke (Punjab),30.5267,75.2867,Punjab
Medleri (Karnātaka),14.6667,75.7333,Karnātaka
Khānpur Khairanti (Bihār),26.1456,84.3334,Bihār
Bairiyā (Bihār),26.3392,84.8236,Bihār
Elūrupādu (Andhra Pradesh),16.5167,81.35,Andhra Pradesh
Aurahi (Bihār),25.8263,87.1365,Bihār
Dibrāghani (Bihār),25.8261,87.0664,Bihār
Vadakēthara (Kerala),10.6583,76.4667,Kerala
Ghanīpur Bejha (Bihār),25.9281,85.5548,Bihār
Basni (Uttar Pradesh),25.4435,82.8291,Uttar Pradesh
Būdalūr (Tamil Nādu),10.7861,78.9864,Tamil Nādu
Anjēhalli (Tamil Nādu),12.1395,77.9808,Tamil Nādu
Naurhiya (Madhya Pradesh),24.2069,82.5655,Madhya Pradesh
Sādiqpur Maraul (Bihār),25.9966,85.5777,Bihār
Bendarhalli (Karnātaka),12.15,77.1,Karnātaka
Simarbani (Bihār),26.1953,87.1769,Bihār
Sivamalai (Tamil Nādu),11.0319,77.5384,Tamil Nādu
Jawāsa (Madhya Pradesh),26.6259,78.7418,Madhya Pradesh
Bobil (Bihār),25.6269,86.8069,Bihār
Sarpamāri (Assam),26.3073,89.8666,Assam
Nirna (Karnātaka),17.77,77.14,Karnātaka
Iāwar (Madhya Pradesh),23.0094,76.5007,Madhya Pradesh
Kharī (Jammu and Kashmīr),33.389,75.1514,Jammu and Kashmīr
Muhammadganj (Bihār),26.1506,87.0792,Bihār
Dharir (West Bengal),22.3958,88.8628,West Bengal
Kallayi (Kerala),12.0051,75.583,Kerala
Danau Kändimarg (Jammu and Kashmīr),33.5646,74.9754,Jammu and Kashmīr
Ramdeora (Rājasthān),27.01,71.92,Rājasthān
Rāmkali (West Bengal),22.4322,88.3285,West Bengal
Pettāmpālaiyam (Tamil Nādu),11.3499,77.5706,Tamil Nādu
Devarāpalle (Andhra Pradesh),17.9886,82.9811,Andhra Pradesh
Uppalaguptam (Andhra Pradesh),16.5667,82.1,Andhra Pradesh
Singhāna (Madhya Pradesh),22.1902,74.9702,Madhya Pradesh
Taisar (Jhārkhand),22.4867,84.1804,Jhārkhand
Hazrat Shiura (Bihār),25.5976,85.6119,Bihār
Vempatti (Andhra Pradesh),17.4488,79.5992,Andhra Pradesh
Jamunāmukh (Assam),26.1015,92.7426,Assam
Ukwā (Madhya Pradesh),21.971,80.4662,Madhya Pradesh
Gaurdah (Bihār),25.7097,86.557,Bihār
Kadimetla (Andhra Pradesh),15.7376,77.5385,Andhra Pradesh
Jhabrera (Uttarākhand),29.8091,77.7734,Uttarākhand
Sarakkayhalli (Tamil Nādu),12.2191,78.048,Tamil Nādu
Kharagbani (Bihār),26.4852,86.3073,Bihār
Kākarāti (Madhya Pradesh),24.5639,80.2659,Madhya Pradesh
Rangāpuram (Andhra Pradesh),15.4092,78.0746,Andhra Pradesh
Tirubhuvane (Tamil Nādu),11.9281,79.6448,Tamil Nādu
Pūmalakkundu (Tamil Nādu),9.8871,77.4498,Tamil Nādu
Bakhariā (Bihār),26.7666,84.6619,Bihār
Ukhāi Purbāri Patti (Bihār),26.2471,84.4066,Bihār
Hamīra (Punjab),31.4589,75.4304,Punjab
Barjhar (Madhya Pradesh),22.6012,74.2471,Madhya Pradesh
Hathaura (Bihār),26.1744,84.3294,Bihār
Chhapera (Madhya Pradesh),23.8948,76.4538,Madhya Pradesh
Tandarāmpattu (Tamil Nādu),12.1533,78.9473,Tamil Nādu
Baisuhalli (Tamil Nādu),12.2064,78.1906,Tamil Nādu
Barahpur (Bihār),25.4192,85.8762,Bihār
Lānghnaj (Gujarāt),23.45,72.4833,Gujarāt
Tiruvāduturai (Tamil Nādu),11.0379,79.5215,Tamil Nādu
Muppālla (Andhra Pradesh),16.3198,80.0927,Andhra Pradesh
Tadangam (Tamil Nādu),12.1056,78.1226,Tamil Nādu
Bāgchīni (Madhya Pradesh),26.4817,77.8185,Madhya Pradesh
Mahālgaon (Bihār),26.0466,87.5774,Bihār
Bāyaram (Andhra Pradesh),18.0506,80.7375,Andhra Pradesh
Kirangūr (Karnātaka),12.4316,76.6993,Karnātaka
Chinnāmpālaiyam (Tamil Nādu),10.6604,77.0248,Tamil Nādu
Asudapuram (Andhra Pradesh),15.878,78.132,Andhra Pradesh
Chilmil (Bihār),25.4563,86.1364,Bihār
Chiman (Punjab),30.12,75.695,Punjab
Qutubpur (Bihār),25.6279,85.3684,Bihār
Barpathār (Assam),26.2871,93.8884,Assam
Kalaīkunda (West Bengal),22.3424,87.2265,West Bengal
Lādhuka (Punjab),30.5082,74.0905,Punjab
Chandwārā (Jhārkhand),24.393,85.4798,Jhārkhand
Bhogāpuram (Andhra Pradesh),18.0311,83.4967,Andhra Pradesh
Parol (Unknown),32.346,75.4344,
Nattakkādaiyūr (Tamil Nādu),11.0882,77.6637,Tamil Nādu
Kātūria (Bihār),24.7476,86.7205,Bihār
Takkali (Tamil Nādu),8.2461,77.3186,Tamil Nādu
Mallappādi (Tamil Nādu),12.5273,78.3756,Tamil Nādu
Manteswar (West Bengal),23.4225,88.1075,West Bengal
Kesli (Madhya Pradesh),23.4183,78.8062,Madhya Pradesh
Nūlivedu (Andhra Pradesh),14.1002,78.5548,Andhra Pradesh
Chinnakkavundanūr (Tamil Nādu),11.4559,77.8673,Tamil Nādu
Boddikūrapādu (Andhra Pradesh),15.6591,79.7509,Andhra Pradesh
Jāffar Khānpet (Andhra Pradesh),18.6875,79.5411,Andhra Pradesh
Tarawān (Bihār),24.7295,85.2529,Bihār
Pelāgor (Bihār),25.5992,87.7214,Bihār
Sujāpur (Bihār),25.4815,87.4435,Bihār
Sosale (Karnātaka),12.233,76.917,Karnātaka
Borna (Bihār),25.4373,86.6172,Bihār
Hasanpura (Bihār),26.0751,84.3618,Bihār
Nāgāyalanka (Andhra Pradesh),15.95,80.9167,Andhra Pradesh
Unāo (Uttar Pradesh),25.5784,78.6006,Uttar Pradesh
Telkathu (Bihār),26.1124,84.3733,Bihār
Kalvārpatti (Tamil Nādu),10.625,77.9375,Tamil Nādu
Maihma Sarja (Punjab),30.311,74.8427,Punjab
Jahāngīrpur Sālkhani (Bihār),25.8335,85.4795,Bihār
Baisa (Bihār),25.3552,86.7246,Bihār
Timmāpuram (Andhra Pradesh),15.4887,78.5744,Andhra Pradesh
Rudraprayāg (Uttarākhand),30.28,78.98,Uttarākhand
Jānpur (Bihār),25.2958,84.8789,Bihār
Chiankī (Jhārkhand),24.0051,84.1098,Jhārkhand
Ralla (Punjab),30.12,75.432,Punjab
Pangunattam (Tamil Nādu),12.1112,78.0123,Tamil Nādu
Rupahi (Assam),26.411,92.74,Assam
Patchūr (Tamil Nādu),12.5949,78.4622,Tamil Nādu
Mariyādau (Madhya Pradesh),24.2762,79.6559,Madhya Pradesh
Satravāda (Andhra Pradesh),13.3201,79.5488,Andhra Pradesh
Pasrāha (Bihār),25.3973,86.7034,Bihār
Drākshārāma (Andhra Pradesh),16.7928,82.0635,Andhra Pradesh
