city,lat,lng,state
Vellipālaiyam (Tamil Nādu),11.3314,76.9813,Tamil Nādu
Maida Babhangāwān (Bihār),25.4793,86.0669,Bihār
Sonakhal (West Bengal),22.2125,88.7133,West Bengal
Kartāl (Andhra Pradesh),16.9859,78.5014,Andhra Pradesh
Sirūr Tājband (Mahārāshtra),18.7,76.9333,Mahārāshtra
Bodippatti (Tamil Nādu),10.5642,77.2336,Tamil Nādu
Shāmpur (Madhya Pradesh),23.418,77.0867,Madhya Pradesh
Tekkāttūr (Tamil Nādu),10.2997,78.7884,Tamil Nādu
Gajiginhālu (Karnātaka),15.6969,76.6647,Karnātaka
Kasavanampatti (Tamil Nādu),10.3692,77.8699,Tamil Nādu
Pūliguntā (Tamil Nādu),12.4395,78.3625,Tamil Nādu
Koppāka (Andhra Pradesh),16.7494,81.0311,Andhra Pradesh
Pachauth (Bihār),25.576,86.8083,Bihār
Lohārda (Madhya Pradesh),22.5918,76.5957,Madhya Pradesh
Darauli (Bihār),26.0781,84.1314,Bihār
Sihma (Bihār),25.6992,86.2446,Bihār
Paddhari (Gujarāt),22.43,70.6,Gujarāt
Mathila (Bihār),25.4715,84.1438,Bihār
Tarabha (Odisha),20.7325,83.6744,Odisha
Phaphot (Bihār),25.6817,86.0069,Bihār
Kulriān (Punjab),29.7994,75.6827,Punjab
Sambalhera (Uttar Pradesh),29.325,77.9194,Uttar Pradesh
Torpa (Jhārkhand),22.9361,85.0889,Jhārkhand
Madathapatti (Tamil Nādu),9.1321,77.4245,Tamil Nādu
Chota Mollakhāli (West Bengal),22.2222,88.8956,West Bengal
Jhonkar (Madhya Pradesh),23.2361,76.1814,Madhya Pradesh
Arāvelli (Andhra Pradesh),18.719,79.0262,Andhra Pradesh
Pallattūr (Tamil Nādu),10.1461,78.8031,Tamil Nādu
Nāgambhotlapālem (Andhra Pradesh),15.6804,79.8151,Andhra Pradesh
Kākhandiki (Karnātaka),16.601,75.6405,Karnātaka
Tāmarankottai (Tamil Nādu),10.43,79.32,Tamil Nādu
Garag (Karnātaka),15.575,74.9297,Karnātaka
Dhilwan (Punjab),31.5143,75.3457,Punjab
Tulshia (Bihār),26.3468,87.8411,Bihār
Karukkalvādi (Tamil Nādu),11.6714,78.0126,Tamil Nādu
Sahuria (Bihār),25.8197,86.6132,Bihār
Nāhargarh (Madhya Pradesh),24.1692,75.2342,Madhya Pradesh
Buttar Khurd (Punjab),30.725,75.275,Punjab
Paittūr (Tamil Nādu),11.5356,78.5749,Tamil Nādu
Perūr (Tamil Nādu),10.9752,76.9129,Tamil Nādu
Bagrīnagar (Rājasthān),25.9,73.8,Rājasthān
Nallippālaiyam (Tamil Nādu),11.2388,78.1495,Tamil Nādu
Morsand (Bihār),25.9335,85.698,Bihār
Vembūr (Tamil Nādu),10.5893,78.0709,Tamil Nādu
Balwa (Uttar Pradesh),29.406,77.308,Uttar Pradesh
Sāmākhiāli (Gujarāt),23.3333,70.5833,Gujarāt
Yedappalli (Tamil Nādu),11.3792,76.8108,Tamil Nādu
Rājāpur (Mahārāshtra),16.6568,73.517,Mahārāshtra
Paina (Uttar Pradesh),26.2513,83.7812,Uttar Pradesh
Bhopālia (Madhya Pradesh),22.2791,73.7104,Madhya Pradesh
Naini (Bihār),25.832,84.7179,Bihār
Adalpur (Bihār),26.191,86.0239,Bihār
Devanakonda (Andhra Pradesh),15.5333,77.55,Andhra Pradesh
Krishnamsettipalle (Andhra Pradesh),15.3695,78.884,Andhra Pradesh
Gudlavalleru (Andhra Pradesh),16.35,81.05,Andhra Pradesh
Duraiswāmipuram (Tamil Nādu),9.0661,77.4517,Tamil Nādu
Rājpur Kalān (Bihār),25.6792,84.1259,Bihār
Ambhua (West Bengal),24.5568,87.8651,West Bengal
Tiruvalam (Tamil Nādu),12.9825,79.2661,Tamil Nādu
Balua Rāmpur (Bihār),26.7777,84.428,Bihār
Belāo (Bihār),25.1476,85.7377,Bihār
Dighāwāni (Madhya Pradesh),22.2061,78.8135,Madhya Pradesh
Wepangandla (Andhra Pradesh),16.1157,78.1301,Andhra Pradesh
Vaddepalli (Andhra Pradesh),15.9359,77.8417,Andhra Pradesh
Dhanwār (Jhārkhand),24.4107,85.9818,Jhārkhand
Vikrutamāla (Andhra Pradesh),13.6206,79.5642,Andhra Pradesh
Burhia Dhanghatta (Bihār),25.9004,87.2852,Bihār
Kopparam (Andhra Pradesh),16.0841,79.9874,Andhra Pradesh
Lakhnā (Uttar Pradesh),26.65,79.15,Uttar Pradesh
Valpoy (Goa),15.5324,74.1367,Goa
Bakwa (Bihār),26.0601,86.4124,Bihār
Saidapet (Tamil Nādu),13.1434,80.1912,Tamil Nādu
Koth (Gujarāt),22.636,72.3,Gujarāt
Kāmthi (Mahārāshtra),21.2161,79.1973,Mahārāshtra
Sisai (Jhārkhand),23.1794,84.7582,Jhārkhand
Kaluvāya (Andhra Pradesh),14.5,79.4167,Andhra Pradesh
Bālia (Madhya Pradesh),24.2433,75.8061,Madhya Pradesh
Vengānellūr (Kerala),10.7,76.3333,Kerala
Fatehpur (West Bengal),25.3032,87.8623,West Bengal
Valatt (Kerala),11.7833,75.9,Kerala
Nagtala (West Bengal),22.4667,88.3833,West Bengal
Chandera (Madhya Pradesh),25.0829,78.9784,Madhya Pradesh
Māchalpur (Madhya Pradesh),24.1277,76.3167,Madhya Pradesh
Telsang (Karnātaka),16.72,75.06,Karnātaka
Kotharpettai (Tamil Nādu),12.678,78.6243,Tamil Nādu
Kodūru (Andhra Pradesh),13.8692,77.7298,Andhra Pradesh
Banta (West Bengal),24.2323,87.8749,West Bengal
Sāīnkhera (Madhya Pradesh),22.9589,78.5782,Madhya Pradesh
Velappādi (Tamil Nādu),12.6499,79.3151,Tamil Nādu
Eriyodu (Tamil Nādu),10.5172,78.0627,Tamil Nādu
Narkatpalli (Andhra Pradesh),17.203,79.195,Andhra Pradesh
Jhāua (Bihār),25.7487,84.924,Bihār
Tripurāntakam (Andhra Pradesh),16.0007,79.4563,Andhra Pradesh
Jigani (Karnātaka),12.7861,77.6385,Karnātaka
Mātsavaram (Andhra Pradesh),16.6,79.7333,Andhra Pradesh
Gokinepalle (Andhra Pradesh),16.9228,79.7827,Andhra Pradesh
Telkapalli (Andhra Pradesh),16.45,78.4667,Andhra Pradesh
Gayāspur (Bihār),25.9217,84.4399,Bihār
Jālihalli (Karnātaka),16.365,76.7811,Karnātaka
Pāraippatti (Tamil Nādu),10.3144,77.8601,Tamil Nādu
Desuri (Rājasthān),25.2833,73.5667,Rājasthān
Nalgora (West Bengal),22.0346,88.4743,West Bengal
Mādhopur Hazāri (Bihār),26.2623,84.8995,Bihār
Phek (Manipur),25.571,94.301,Manipur
Mānkur (West Bengal),23.4353,87.5527,West Bengal
Gharyāla (Punjab),31.2294,74.7352,Punjab
Kottapuram (Kerala),10.2958,76.2431,Kerala
Kalgi (Karnātaka),17.35,77.15,Karnātaka
Bommārbettu (Karnātaka),13.339,74.8784,Karnātaka
Momanpet (Andhra Pradesh),17.5175,77.8981,Andhra Pradesh
Ambalanūr (Karnātaka),16.59,75.96,Karnātaka
Peravali (Andhra Pradesh),15.2861,77.4997,Andhra Pradesh
Fakirtaki (West Bengal),22.3815,88.7901,West Bengal
Bassian (Punjab),30.6559,75.5389,Punjab
Phulmālik (Bihār),25.4132,86.4255,Bihār
Khawaspur (Bihār),26.2331,84.6388,Bihār
Siktiāhi (Bihār),26.4812,86.4023,Bihār
Hisar (Bihār),26.5495,85.9406,Bihār
Hirehadagalli (Karnātaka),14.9267,75.8322,Karnātaka
Rounia (Bihār),25.5179,87.3999,Bihār
Mallan (Punjab),30.4015,74.7365,Punjab
Vellatūru (Andhra Pradesh),16.1209,79.6508,Andhra Pradesh
Māruteru (Andhra Pradesh),16.6237,81.7394,Andhra Pradesh
Srikrishnapur (West Bengal),22.9717,88.0351,West Bengal
Mokarrampur (Bihār),26.2176,86.0433,Bihār
Konkavāripalle (Andhra Pradesh),13.7125,78.4861,Andhra Pradesh
Cheruvannūr (Kerala),11.8284,75.7295,Kerala
Salempur (Uttarākhand),29.875,77.858,Uttarākhand
Ganga Sāgar (West Bengal),21.6528,88.0753,West Bengal
Sonwān (Bihār),25.6258,86.2161,Bihār
Tirkha (Uttar Pradesh),26.129,81.0343,Uttar Pradesh
Oppatavādi (Tamil Nādu),12.569,78.3992,Tamil Nādu
Ratnagiri (Andhra Pradesh),13.8111,77.1301,Andhra Pradesh
Babhniyāwān (Bihār),25.4943,84.4815,Bihār
Arimalam (Tamil Nādu),10.255,78.884,Tamil Nādu
Harsola (Madhya Pradesh),22.5694,75.8165,Madhya Pradesh
Dombāchcheri (Tamil Nādu),9.9604,77.3909,Tamil Nādu
Hariāna (Punjab),31.6351,75.8389,Punjab
Kāmepalle (Andhra Pradesh),16.5191,79.835,Andhra Pradesh
Yādavolu (Andhra Pradesh),17.0619,81.4729,Andhra Pradesh
Āzamnagar (Bihār),25.5456,87.8294,Bihār
Solim (Goa),15.6145,73.7704,Goa
Auhar Sheikh (Bihār),26.7216,84.5993,Bihār
Khiram (Jammu and Kashmīr),33.732,75.16,Jammu and Kashmīr
Lakkireddipalle (Andhra Pradesh),14.1667,78.7,Andhra Pradesh
Kalamūla (Kerala),11.1417,76.3417,Kerala
Nāna (Rājasthān),24.916,73.133,Rājasthān
Shahar Telpa (Bihār),25.133,84.6533,Bihār
Ratauli (Bihār),26.1861,86.7104,Bihār
Balaungi (Punjab),30.7306,76.6937,Punjab
Zāwal (Rājasthān),24.9833,72.7333,Rājasthān
Srīsailain (Andhra Pradesh),16.0833,78.8667,Andhra Pradesh
Simarwāra Durgāpur (Bihār),25.852,85.4944,Bihār
Jankampet (Andhra Pradesh),18.7067,78.0233,Andhra Pradesh
Kandrāwān (Uttar Pradesh),25.8882,81.2618,Uttar Pradesh
Mallapuram (Tamil Nādu),9.828,77.673,Tamil Nādu
Dora (West Bengal),22.1858,88.5142,West Bengal
Mehdauli (Bihār),25.6561,86.0257,Bihār
Meghaul (Bihār),25.6561,86.0257,Bihār
Tekkēkara (Kerala),9.7,76.7833,Kerala
Kīlminnal (Tamil Nādu),12.9447,79.2514,Tamil Nādu
Gaunivāripalle (Andhra Pradesh),13.9756,77.8768,Andhra Pradesh
Ullūr (Tamil Nādu),10.9706,79.4063,Tamil Nādu
Bhikkiwind Uttār (Punjab),31.3453,74.6914,Punjab
Mel Seval (Tamil Nādu),8.6722,77.6147,Tamil Nādu
Somireddipalle (Andhra Pradesh),14.8365,78.9062,Andhra Pradesh
Māli (Bihār),25.1269,84.7084,Bihār
Indalvai (Andhra Pradesh),18.5403,78.2248,Andhra Pradesh
Tettuppatti (Tamil Nādu),10.3979,77.8225,Tamil Nādu
Jaipur (West Bengal),23.4313,86.1493,West Bengal
Gohuma Bairia (Bihār),26.3938,86.3976,Bihār
Shahmīrpet (Andhra Pradesh),17.5947,78.5749,Andhra Pradesh
Tārar (Bihār),25.1821,87.1671,Bihār
Barai (Bihār),26.3717,86.0134,Bihār
Nayānagar (Bihār),25.7465,86.1027,Bihār
Badru Khān (Punjab),30.2523,75.7917,Punjab
Vairampatti (Tamil Nādu),10.5515,78.3022,Tamil Nādu
Maheshrām (Bihār),25.2874,87.4124,Bihār
Khair Khān (Bihār),26.2727,87.3037,Bihār
Vellur (Kerala),12.1667,75.35,Kerala
Kīramangalam (Tamil Nādu),10.2859,79.0996,Tamil Nādu
Appārāopeta (Andhra Pradesh),16.8987,81.5684,Andhra Pradesh
Borgampād (Andhra Pradesh),17.65,80.8667,Andhra Pradesh
Pūvalūr (Tamil Nādu),10.9003,78.8308,Tamil Nādu
Pārtibanūr (Tamil Nādu),9.5855,78.4545,Tamil Nādu
Raibhīr (Bihār),25.9978,86.8781,Bihār
Jītpur (Bihār),26.8149,84.9578,Bihār
Muttam (Kerala),9.8378,76.7126,Kerala
Potunūru (Andhra Pradesh),16.7442,81.2206,Andhra Pradesh
Luathaha (Bihār),26.6316,84.9079,Bihār
Āhiro (Bihār),24.9192,87.1054,Bihār
Koila Dewa (Bihār),26.4079,84.1962,Bihār
Belma (Karnātaka),12.9772,74.9969,Karnātaka
Vadakku Ariyanāyakipuram (Tamil Nādu),8.7208,77.545,Tamil Nādu
Multi (West Bengal),22.2847,88.4053,West Bengal
Nāgasamudram (Andhra Pradesh),15.0556,77.5004,Andhra Pradesh
Kandulāpuram (Andhra Pradesh),15.5976,79.1365,Andhra Pradesh
Miāni (Punjab),31.7092,75.5661,Punjab
Rāmannapeta (Andhra Pradesh),17.2833,79.0859,Andhra Pradesh
Garhi (Bihār),24.7904,86.0768,Bihār
Kottapālem (Andhra Pradesh),16.7,80.47,Andhra Pradesh
Barāgaon (Madhya Pradesh),24.5682,79.0185,Madhya Pradesh
Narasingam (Tamil Nādu),9.9658,78.1833,Tamil Nādu
Barāhi (Bihār),25.9725,86.7452,Bihār
Venkatāpuram (Andhra Pradesh),18.2232,79.9516,Andhra Pradesh
Amgachia (West Bengal),22.4156,88.3051,West Bengal
Angwāli (Jhārkhand),23.7317,85.9858,Jhārkhand
Aliganj (Bihār),24.9365,85.925,Bihār
Kothi (Madhya Pradesh),24.7526,80.7775,Madhya Pradesh
Darwa (Bihār),25.669,85.6461,Bihār
Shirbadgi (Karnātaka),15.9418,75.7768,Karnātaka
Halgūr (Karnātaka),12.4249,77.227,Karnātaka
Surla (Goa),15.5333,73.8333,Goa
Jhakhra (Bihār),25.7528,85.7474,Bihār
Pānchi (Bihār),25.1123,85.6321,Bihār
Jandiāla (Punjab),31.2157,75.6218,Punjab
Ajjipuram (Karnātaka),12.0457,77.3532,Karnātaka
Pipra Naurangiā (Bihār),26.8591,84.4328,Bihār
Bellamkonda (Andhra Pradesh),16.4922,80.0089,Andhra Pradesh
Lābhgaon (Bihār),25.5062,86.3899,Bihār
Katālpur (Bihār),26.2255,84.7608,Bihār
Roddam (Andhra Pradesh),14.1,77.43,Andhra Pradesh
Jādupatti (Bihār),26.1186,86.3114,Bihār
Togamalai (Tamil Nādu),10.7251,78.4108,Tamil Nādu
Vūtukūru (Andhra Pradesh),14.5778,80.1423,Andhra Pradesh
Narot Mehra (Punjab),32.2673,75.5647,Punjab
Valaparla (Andhra Pradesh),15.9167,80.05,Andhra Pradesh
Kilkunda (Tamil Nādu),11.2569,76.6697,Tamil Nādu
Kāza (Andhra Pradesh),16.3906,80.5425,Andhra Pradesh
Tiruchchuli (Tamil Nādu),9.5348,78.2008,Tamil Nādu
Kanteru (Andhra Pradesh),16.3906,80.5425,Andhra Pradesh
Telnāl (Gujarāt),23.01,73.03,Gujarāt
Periyanegamam (Tamil Nādu),10.7432,77.103,Tamil Nādu
Mungod (Andhra Pradesh),17.0667,79.0667,Andhra Pradesh
Villasāgar (Andhra Pradesh),18.4736,78.9645,Andhra Pradesh
Elattūr (Tamil Nādu),11.3866,77.308,Tamil Nādu
Dhanur Kalyānwādi (Karnātaka),17.77,77.14,Karnātaka
Siswār (Bihār),26.4292,86.4586,Bihār
Haldipur (Karnātaka),14.3333,74.4333,Karnātaka
Rompicherla (Andhra Pradesh),16.21,79.9087,Andhra Pradesh
Solindābād (Bihār),25.8463,86.5907,Bihār
Rāparla (Andhra Pradesh),16.302,80.9674,Andhra Pradesh
Hire Megalageri (Karnātaka),14.544,75.9776,Karnātaka
Potavaram (Andhra Pradesh),17.0194,81.4128,Andhra Pradesh
Deūlgaon Māhi (Mahārāshtra),20.0833,76.1833,Mahārāshtra
Bhagirathpur (Bihār),24.0884,88.4947,Bihār
Bilga (Punjab),31.05,75.65,Punjab
Kondalahalli (Karnātaka),14.72,76.76,Karnātaka
Borim (Goa),15.3604,74.0004,Goa
Mawai (Madhya Pradesh),24.8043,78.9388,Madhya Pradesh
Manglūr (Karnātaka),15.5177,76.1476,Karnātaka
Sirigeri (Karnātaka),15.63,76.9,Karnātaka
Belagola (Karnātaka),12.3914,76.6097,Karnātaka
Sūlagiri (Tamil Nādu),12.6645,78.0134,Tamil Nādu
Rettanai (Tamil Nādu),12.1953,79.5526,Tamil Nādu
Hipparga (Karnātaka),17.4568,76.3739,Karnātaka
Nāthpur (Bihār),26.3261,87.0916,Bihār
Aroāli (West Bengal),24.043,87.9443,West Bengal
Vaddādi (Andhra Pradesh),17.8474,82.8729,Andhra Pradesh
Kalakeri (Karnātaka),16.6667,76.3,Karnātaka
Anandnagar (Uttar Pradesh),27.1,83.2833,Uttar Pradesh
Masdi (Bihār),25.2441,86.7233,Bihār
Kondakindi Agrahāram (Andhra Pradesh),14.679,77.7401,Andhra Pradesh
Adigappādi (Tamil Nādu),12.1459,78.0946,Tamil Nādu
Perumuchchi (Tamil Nādu),13.056,79.6755,Tamil Nādu
Havanūr (Karnātaka),14.8667,75.7,Karnātaka
Chauki Hasan Chauki Makhdum (Bihār),26.2333,84.4964,Bihār
Machchand (Madhya Pradesh),26.3241,79.0543,Madhya Pradesh
Shāhpur Chaumukhi (Bihār),25.7683,86.9049,Bihār
Talugai (Tamil Nādu),11.3752,78.4822,Tamil Nādu
Korosavāda (Andhra Pradesh),18.7256,84.0573,Andhra Pradesh
Sahidganj (Bihār),25.6627,87.0976,Bihār
Kadalādi (Tamil Nādu),12.404,78.966,Tamil Nādu
Ekamba (Bihār),25.9689,87.5741,Bihār
Jangalapalle (Andhra Pradesh),14.8997,79.8936,Andhra Pradesh
Advi Devalpalli (Andhra Pradesh),16.6631,79.5139,Andhra Pradesh
Erutukada (Tamil Nādu),8.2658,77.1358,Tamil Nādu
Hardās Bigha (Bihār),25.4994,85.3551,Bihār
Karapa (Andhra Pradesh),16.9,82.1667,Andhra Pradesh
Padugaipattu (Tamil Nādu),8.3642,77.9815,Tamil Nādu
Thikriwāla (Punjab),30.4328,75.5261,Punjab
Mālīnagar (Bihār),25.9967,85.6863,Bihār
Ghatāwān (Bihār),25.0968,83.7266,Bihār
Mesrā (Jhārkhand),23.4339,85.4152,Jhārkhand
Bāgalūr (Tamil Nādu),12.8333,77.8667,Tamil Nādu
Dudhpura (Bihār),25.7964,86.1189,Bihār
Shāhpur Undi (Bihār),25.637,85.6013,Bihār
Bāra Khurd (Bihār),25.2599,85.4325,Bihār
Chandralapādu (Andhra Pradesh),16.715,80.2089,Andhra Pradesh
Mocharim (Bihār),24.6794,84.9905,Bihār
Rupāna (Punjab),30.407,74.5276,Punjab
Dhāmua (West Bengal),22.2875,88.3962,West Bengal
Dalāwarpur (Bihār),26.3466,84.9581,Bihār
Rangasamudram (Andhra Pradesh),14.9852,78.9765,Andhra Pradesh
Petmanhalli (Andhra Pradesh),17.7688,77.5056,Andhra Pradesh
Taiyūr (Tamil Nādu),12.7833,80.1833,Tamil Nādu
Gauli Palāsiya (Madhya Pradesh),22.5323,75.7275,Madhya Pradesh
Tinkoni (Bihār),26.8613,84.9647,Bihār
Lepākshi (Andhra Pradesh),13.81,77.6,Andhra Pradesh
Nallikodūr (Andhra Pradesh),17.5811,79.75,Andhra Pradesh
Vembaditālam (Tamil Nādu),11.567,78.0112,Tamil Nādu
Mahārājapuram (Tamil Nādu),9.6588,77.6631,Tamil Nādu
Baldeogarh (Madhya Pradesh),24.7562,79.0672,Madhya Pradesh
Suthālia (Madhya Pradesh),23.9955,77.1395,Madhya Pradesh
Puduparambubhāgam (Kerala),9.6,76.74,Kerala
Sirugamani (Tamil Nādu),10.8975,78.5142,Tamil Nādu
Hājīpur (Jhārkhand),25.2657,87.5019,Jhārkhand
Munagapāka (Andhra Pradesh),17.6333,83.0,Andhra Pradesh
Pānrepatti (Bihār),25.5537,83.9775,Bihār
Lālmunia Munhāra (Bihār),26.5741,86.4012,Bihār
Kīl Perambalūr (Tamil Nādu),11.36,79.098,Tamil Nādu
Belpāra (Odisha),20.5889,82.9729,Odisha
Dhangaraha (Bihār),26.0204,84.7023,Bihār
Pakka Kalān (Punjab),30.0323,74.8555,Punjab
Sīlamalai (Tamil Nādu),9.9621,77.3371,Tamil Nādu
Dagiāpāra (Unknown),26.4568,91.8294,
Tiri (Bihār),25.8871,86.6757,Bihār
Amwa Majhār (Bihār),26.7362,84.5818,Bihār
Kolagallu (Karnātaka),15.15,76.92,Karnātaka
Waghāi (Gujarāt),20.7667,73.4833,Gujarāt
Ghargaon (Mahārāshtra),18.616,74.698,Mahārāshtra
Deh (Rājasthān),27.3,73.9,Rājasthān
Medarametla (Andhra Pradesh),15.7167,80.0167,Andhra Pradesh
Lakshmipuro (Andhra Pradesh),10.0774,77.5198,Andhra Pradesh
Palānswa (Gujarāt),23.4667,70.9333,Gujarāt
Hanzviur (Jammu and Kashmīr),34.141,74.5829,Jammu and Kashmīr
Amsin (Uttar Pradesh),26.5733,82.4357,Uttar Pradesh
Muttalakanpatti (Tamil Nādu),10.8652,78.6492,Tamil Nādu
Karumūlaikkal (Kerala),9.3167,76.8,Kerala
Dhalai (Assam),24.5958,92.8466,Assam
Budwan (Uttar Pradesh),25.7775,81.1681,Uttar Pradesh
Chhimluang (Mizoram),24.5157,92.8222,Mizoram
Siddarāmpuram (Karnātaka),15.53,76.636,Karnātaka
Reha Mota (Gujarāt),23.1887,69.9034,Gujarāt
Paravākkottai (Tamil Nādu),10.6005,79.4313,Tamil Nādu
Chhatarpur (Delhi),28.4565,77.0032,Delhi
Thariāl (Punjab),32.3547,75.6067,Punjab
Dewal Thal (Uttarākhand),29.7,80.2167,Uttarākhand
Lakshmīpuram (Tamil Nādu),10.0777,77.5212,Tamil Nādu
Fatehgarh (Odisha),20.3,85.33,Odisha
Isnapuram (Andhra Pradesh),17.5443,78.3486,Andhra Pradesh
Mevāni (Tamil Nādu),11.5,77.5333,Tamil Nādu
Kerwāda (Gujarāt),21.9,72.85,Gujarāt
Ulipuram (Tamil Nādu),11.4667,78.4667,Tamil Nādu
Dijmur (Assam),27.6761,94.8108,Assam
Kochhor (Rājasthān),27.6268,75.1376,Rājasthān
Betnoti (Odisha),21.7355,86.8499,Odisha
Bālāgām (Gujarāt),21.3694,70.0981,Gujarāt
Rāmamangalam (Kerala),9.9333,76.5,Kerala
Bomareddipalli (Andhra Pradesh),18.7044,79.1568,Andhra Pradesh
Rakhwāri (Bihār),26.3603,86.2882,Bihār
Vilpatti (Tamil Nādu),10.2672,77.5014,Tamil Nādu
Erraballa (Andhra Pradesh),14.3971,78.1744,Andhra Pradesh
Pāikpāra (West Bengal),24.3149,87.8503,West Bengal
Fatehābād (Punjab),31.3811,75.0996,Punjab
Yādwād (Karnātaka),16.24,75.18,Karnātaka
Ketugrām (West Bengal),23.7017,88.0439,West Bengal
Rangamāti (West Bengal),26.8076,89.4572,West Bengal
Fateha (Bihār),25.6073,85.8669,Bihār
Kengarai (Tamil Nādu),11.4144,76.9277,Tamil Nādu
Pullambādi (Tamil Nādu),10.9667,78.9167,Tamil Nādu
Chada (Andhra Pradesh),17.4992,79.0756,Andhra Pradesh
Dilra (Uttar Pradesh),29.043,78.75,Uttar Pradesh
Inungūr (Tamil Nādu),10.8507,78.4889,Tamil Nādu
Gūlyam (Andhra Pradesh),15.3598,77.067,Andhra Pradesh
Hosur (Karnātaka),15.8201,74.9301,Karnātaka
Itikalapalle (Andhra Pradesh),14.6013,77.6582,Andhra Pradesh
Paināl (Bihār),25.59,84.9304,Bihār
Kanyāna (Karnātaka),12.9,75.03,Karnātaka
Tansandra (Karnātaka),13.0554,77.6342,Karnātaka
Māmobihāt (Bihār),26.1466,86.1747,Bihār
Kottaipatti (Tamil Nādu),10.1533,77.7315,Tamil Nādu
Erraguntlakota (Andhra Pradesh),13.9622,79.2768,Andhra Pradesh
Tokkavādi (Tamil Nādu),11.3702,77.8412,Tamil Nādu
Kambaliyampatti (Tamil Nādu),10.3671,78.1233,Tamil Nādu
Chākicherla (Andhra Pradesh),15.1127,80.0366,Andhra Pradesh
Sūndekuppam (Tamil Nādu),12.4567,78.2125,Tamil Nādu
Kapasiāwān (Bihār),25.2783,85.2869,Bihār
Padinjārebāgam (Kerala),10.3222,76.1792,Kerala
Khāndsa (Haryāna),28.422,76.99,Haryāna
Mahem (Goa),15.5796,73.926,Goa
Ettimadai (Tamil Nādu),10.8911,76.9087,Tamil Nādu
Khurān Milik (Bihār),25.6,86.8679,Bihār
Saharbani (Bihār),25.7201,86.41,Bihār
Puttige (Karnātaka),13.0751,74.9597,Karnātaka
Ennamangalam (Tamil Nādu),11.6449,77.593,Tamil Nādu
Bhado Khara (Bihār),24.9567,85.513,Bihār
Nariār (Bihār),25.8875,86.5632,Bihār
Pachchāmpālaiyam (Tamil Nādu),11.5723,77.6096,Tamil Nādu
Ammanabrolu (Andhra Pradesh),15.5802,80.1488,Andhra Pradesh
Balal (Kerala),12.3857,75.282,Kerala
Kamdoli (Karnātaka),15.2048,75.2549,Karnātaka
Bagodar (Jhārkhand),24.0803,85.8306,Jhārkhand
Akalāpura (Karnātaka),13.4852,77.4621,Karnātaka
Telpur (Bihār),27.0548,84.3336,Bihār
Kinālūr (Kerala),11.4667,75.8333,Kerala
Khāpdeh (Bihār),26.2706,87.1993,Bihār
Kalimala (Chhattīsgarh),18.0738,81.7495,Chhattīsgarh
Kadrābād (Bihār),25.5793,85.9475,Bihār
Parwāha (Bihār),26.2336,87.2197,Bihār
Paval (Kerala),12.2958,75.4056,Kerala
Vedurupāvalūru (Andhra Pradesh),16.5519,80.7309,Andhra Pradesh
Kargahiā Purab (Bihār),26.7887,84.5298,Bihār
Bajwāra (Punjab),31.515,75.9494,Punjab
Angalakudūru Malepalle (Andhra Pradesh),16.2392,80.6117,Andhra Pradesh
Minnāmpalli (Tamil Nādu),11.6758,78.2676,Tamil Nādu
Pavittiram (Tamil Nādu),11.1406,78.3631,Tamil Nādu
Barni (Bihār),25.3484,85.0594,Bihār
Pipraun (Bihār),26.599,85.9356,Bihār
Pūdimadaka (Andhra Pradesh),17.5,83.0167,Andhra Pradesh
Kunnūr (Tamil Nādu),9.5882,77.7006,Tamil Nādu
Karajgi (Karnātaka),14.8641,75.4535,Karnātaka
Kaunra (Bihār),25.5231,84.5575,Bihār
Bharhopur (Bihār),25.9488,84.5274,Bihār
Kaith (Bihār),25.4776,86.2001,Bihār
Nāvinipatti (Tamil Nādu),10.0439,78.3557,Tamil Nādu
Suhiya (Bihār),25.6482,84.3916,Bihār
Shankarampet (Andhra Pradesh),18.049,77.9143,Andhra Pradesh
Tonse East (Karnātaka),13.3963,74.7217,Karnātaka
Wāngi (Mahārāshtra),18.1833,75.15,Mahārāshtra
Bilehra (Madhya Pradesh),23.6463,78.7311,Madhya Pradesh
Dera Baba Nanak (Punjab),32.0321,75.0292,Punjab
Ippagūdem (Andhra Pradesh),17.7668,79.3751,Andhra Pradesh
Siruvalūr (Tamil Nādu),11.36,77.4575,Tamil Nādu
Baghānt (Bihār),26.1748,86.1705,Bihār
Jettihalli (Tamil Nādu),12.08,78.1193,Tamil Nādu
Gudgeri (Karnātaka),15.1225,75.3653,Karnātaka
Namakadu (Andhra Pradesh),14.006,80.1194,Andhra Pradesh
Muthābana (West Bengal),24.9346,88.0425,West Bengal
Bhadsara (Bihār),25.3696,84.8444,Bihār
Kadanganeri (Tamil Nādu),8.92,77.55,Tamil Nādu
Kaimāti (Assam),26.3186,89.7843,Assam
Gurwaliā Biswās (Bihār),26.8372,84.4687,Bihār
Sultānpur (Uttarākhand),29.16,79.06,Uttarākhand
Barahra (Bihār),26.2356,86.5615,Bihār
Baltāra (Bihār),25.5116,86.7232,Bihār
Tādiparti (Andhra Pradesh),17.1769,82.2757,Andhra Pradesh
Reddigūdem (Andhra Pradesh),16.8939,80.6917,Andhra Pradesh
Qāzigund (Jammu and Kashmīr),33.5921,75.1654,Jammu and Kashmīr
Chegūr (Andhra Pradesh),17.1758,78.2298,Andhra Pradesh
Ommangi (Andhra Pradesh),17.2597,82.2236,Andhra Pradesh
